"CHOICE","CAR_TT","TRAIN_TT","SM_TT","CAR_CO","TRAIN_CO","SM_CO","AGE","GA","SM_SEATS","LUGGAGE"
2,234,156,108,136,76,88,2,0,0,1
2,144,156,108,136,84,90,2,0,0,1
2,234,141,108,105,84,90,2,0,0,1
2,180,141,104,84,101,109,2,0,0,1
2,180,141,101,136,84,94,2,0,0,1
2,180,156,108,136,101,118,2,0,0,1
2,220,288,123,124,112,127,2,0,0,1
2,286,288,113,201,112,155,2,0,0,1
2,286,288,105,155,101,140,2,0,0,1
2,176,219,105,201,101,140,2,0,0,1
2,286,242,105,124,112,137,2,0,0,1
3,176,242,113,155,101,118,2,0,0,1
3,176,242,105,124,134,146,2,0,0,1
2,176,288,113,201,134,155,2,0,0,1
2,220,242,113,155,112,155,2,0,0,1
2,160,240,83,105,108,118,3,0,0,1
2,208,183,89,84,81,94,3,0,0,1
3,128,240,97,84,81,99,3,0,0,1
2,208,202,97,136,81,99,3,0,0,1
3,128,202,97,136,90,105,3,0,0,1
2,208,183,97,105,90,105,3,0,0,1
3,160,183,89,84,108,122,3,0,0,1
2,160,183,83,136,90,109,3,0,0,1
2,160,202,97,136,108,140,3,0,0,1
2,210,299,140,135,134,140,3,0,0,1
2,273,231,146,108,101,112,3,0,0,1
2,168,299,154,108,101,118,3,0,0,1
2,273,254,154,175,101,118,3,0,0,1
2,168,254,154,175,112,122,3,0,0,1
2,273,231,154,135,112,122,3,0,0,1
2,210,231,146,108,134,146,3,0,0,1
2,210,231,140,175,112,127,3,0,0,1
2,210,254,154,175,134,168,3,0,0,1
2,100,163,83,60,78,78,3,0,0,1
2,130,130,86,48,58,65,3,0,0,1
3,80,163,90,48,58,68,3,0,0,1
2,130,141,90,78,58,68,3,0,0,1
2,80,141,90,78,65,68,3,0,0,1
2,130,130,90,60,65,68,3,0,0,1
2,100,130,86,48,78,81,3,0,0,1
3,100,130,83,78,65,71,3,0,0,1
3,100,141,90,78,78,90,3,0,0,1
2,270,336,109,136,122,140,3,0,0,1
2,351,336,95,221,122,178,3,0,0,1
2,351,336,84,170,110,165,3,0,0,1
3,216,257,84,221,110,165,3,0,0,1
2,351,283,84,136,122,150,3,0,0,1
3,216,283,95,170,110,133,3,0,0,1
3,216,283,84,136,146,165,3,0,0,1
3,216,336,95,221,146,174,3,0,0,1
2,270,283,95,170,122,178,3,0,0,1
3,208,196,88,135,110,127,3,0,0,1
2,208,177,82,175,110,118,3,0,0,1
3,208,233,96,108,110,146,3,0,0,1
3,128,177,88,108,92,127,3,0,0,1
3,160,233,88,175,83,97,3,0,0,1
3,160,196,82,108,83,118,3,0,0,1
3,128,177,96,135,110,146,3,0,0,1
3,160,177,96,135,83,105,3,0,0,1
3,128,233,82,135,92,109,3,0,0,1
2,90,114,46,44,65,71,3,0,0,1
2,117,114,42,71,65,84,3,0,0,1
2,117,114,39,55,58,81,3,0,0,1
2,72,88,39,71,58,81,3,0,0,1
2,117,97,39,44,65,76,3,0,0,1
2,72,97,42,55,58,68,3,0,0,1
2,72,97,39,44,78,81,3,0,0,1
2,72,114,42,71,78,84,3,0,0,1
2,90,97,42,55,65,84,3,0,0,1
3,90,147,73,44,71,78,3,0,0,1
2,117,147,69,71,71,90,3,0,0,1
2,117,147,66,55,64,84,3,0,0,1
3,72,113,66,71,64,84,3,0,0,1
2,117,124,66,44,71,81,3,0,0,1
3,72,124,69,55,64,74,3,0,0,1
3,72,124,66,44,85,88,3,0,0,1
3,72,147,69,71,85,90,3,0,0,1
3,90,124,69,55,71,90,3,0,0,1
3,110,180,99,56,78,84,3,0,0,1
2,143,180,95,91,78,99,3,0,0,1
2,143,180,92,70,70,92,3,0,0,1
2,88,135,92,91,70,92,3,0,0,1
2,143,150,92,56,78,88,3,0,0,1
2,88,150,95,70,70,81,3,0,0,1
3,88,150,92,56,94,94,3,0,0,1
2,88,180,95,91,94,99,3,0,0,1
2,110,150,95,70,78,99,3,0,0,1
2,190,209,127,92,81,84,3,0,0,1
2,247,209,123,149,81,92,3,0,0,1
2,247,209,120,115,73,88,3,0,0,1
2,152,159,120,149,73,88,3,0,0,1
2,247,176,120,92,81,88,3,0,0,1
2,152,176,123,115,73,81,3,0,0,1
2,152,176,120,92,97,97,3,0,0,1
2,152,209,123,149,97,99,3,0,0,1
2,190,176,123,115,81,92,3,0,0,1
2,195,162,86,115,94,105,3,0,0,1
2,195,148,81,149,94,97,3,0,0,1
2,195,191,92,92,94,112,3,0,0,1
3,120,148,86,92,78,99,3,0,0,1
2,150,191,86,149,70,81,3,0,0,1
2,150,162,81,92,70,92,3,0,0,1
3,120,148,92,115,94,112,3,0,0,1
2,150,148,92,115,70,84,3,0,0,1
2,120,191,81,115,78,90,3,0,0,1
2,150,229,126,80,76,84,3,0,0,1
2,195,229,120,130,76,99,3,0,0,1
3,195,229,115,100,68,92,3,0,0,1
3,120,180,115,130,68,92,3,0,0,1
2,195,196,115,80,76,88,3,0,0,1
3,120,196,120,100,68,78,3,0,0,1
3,120,196,115,80,91,94,3,0,0,1
3,120,229,120,130,91,99,3,0,0,1
2,150,196,120,100,76,99,3,0,0,1
3,208,159,116,80,94,99,3,0,0,1
3,208,147,113,104,94,97,3,0,0,1
3,208,183,120,64,94,112,3,0,0,1
3,128,147,116,64,78,99,3,0,0,1
3,160,183,116,104,70,81,3,0,0,1
3,160,159,113,64,70,92,3,0,0,1
3,128,147,120,80,94,112,3,0,0,1
3,160,147,120,80,70,84,3,0,0,1
3,128,183,113,80,78,88,3,0,0,1
2,247,207,103,140,126,137,3,0,0,1
2,247,186,97,182,126,133,3,0,0,1
2,247,248,111,112,126,161,3,0,0,1
2,152,186,103,112,105,137,3,0,0,1
2,190,248,103,182,94,105,3,0,0,1
2,190,207,97,112,94,127,3,0,0,1
2,152,186,111,140,126,161,3,0,0,1
2,190,186,111,140,94,112,3,0,0,1
2,152,248,97,140,105,118,3,0,0,1
3,170,315,167,88,94,109,3,0,0,1
2,221,315,159,143,94,127,3,0,0,1
2,221,315,153,110,85,118,3,0,0,1
3,136,237,153,143,85,118,3,0,0,1
2,221,263,153,88,94,112,3,0,0,1
2,136,263,159,110,85,97,3,0,0,1
3,136,263,153,88,113,122,3,0,0,1
3,136,315,159,143,113,127,3,0,0,1
3,170,263,159,110,94,127,3,0,0,1
2,180,231,95,92,97,109,3,0,0,1
2,234,231,87,149,97,133,3,0,0,1
2,234,231,81,115,87,122,3,0,0,1
3,144,177,81,149,87,122,3,0,0,1
2,234,195,81,92,97,112,3,0,0,1
3,144,195,87,115,87,99,3,0,0,1
3,144,195,81,92,116,122,3,0,0,1
3,144,231,87,149,116,133,3,0,0,1
2,180,195,87,115,97,133,3,0,0,1
2,338,247,80,120,131,150,3,0,0,1
2,338,224,71,156,131,140,3,0,0,1
3,338,292,92,96,131,178,3,0,0,1
3,208,224,80,96,109,155,3,0,0,1
2,260,292,80,156,98,112,3,0,0,1
2,260,247,71,96,98,140,3,0,0,1
3,208,224,92,120,131,178,3,0,0,1
3,260,224,92,120,98,122,3,0,0,1
2,208,292,71,120,109,133,3,0,0,1
2,130,183,104,80,94,97,3,0,0,1
2,169,144,107,64,70,81,3,0,0,1
3,104,183,111,64,70,84,3,0,0,1
2,169,157,111,104,70,84,3,0,0,1
2,104,157,111,104,78,84,3,0,0,1
2,169,144,111,80,78,84,3,0,0,1
3,130,144,107,64,94,99,3,0,0,1
2,130,144,104,104,78,88,3,0,0,1
2,130,157,111,104,94,112,3,0,0,1
3,110,154,70,65,89,90,4,0,0,1
2,143,115,73,52,67,76,4,0,0,1
3,88,154,77,52,67,78,4,0,0,1
2,143,128,77,84,67,78,4,0,0,1
3,88,128,77,84,74,81,4,0,0,1
2,143,115,77,65,74,81,4,0,0,1
3,110,115,73,52,89,94,4,0,0,1
2,110,115,70,84,74,84,4,0,0,1
2,110,128,77,84,89,109,4,0,0,1
2,170,238,81,115,110,118,4,0,0,1
2,221,181,87,92,83,94,4,0,0,1
2,136,238,95,92,83,99,4,0,0,1
2,221,200,95,149,83,99,4,0,0,1
2,136,200,95,149,92,105,4,0,0,1
2,221,181,95,115,92,105,4,0,0,1
2,170,181,87,92,110,122,4,0,0,1
2,170,181,81,149,92,109,4,0,0,1
2,170,200,95,149,110,146,4,0,0,1
3,180,218,78,80,84,97,4,0,0,1
3,234,218,70,130,84,118,4,0,0,1
3,234,218,64,100,76,109,4,0,0,1
3,144,166,64,130,76,109,4,0,0,1
3,234,183,64,80,84,105,4,0,0,1
3,144,183,70,100,76,90,4,0,0,1
3,144,183,64,80,101,109,4,0,0,1
3,144,218,70,130,101,118,4,0,0,1
3,180,183,70,100,84,118,4,0,0,1
2,170,241,143,105,119,122,4,0,0,1
2,221,181,146,84,89,99,4,0,0,1
3,136,241,150,84,89,105,4,0,0,1
2,221,201,150,136,89,105,4,0,0,1
2,136,201,150,136,99,109,4,0,0,1
2,221,181,150,105,99,109,4,0,0,1
3,170,181,146,84,119,127,4,0,0,1
2,170,181,143,136,99,109,4,0,0,1
1,170,201,150,136,119,137,4,0,0,1
2,104,114,59,55,67,76,4,0,0,1
2,104,104,56,71,67,74,4,0,0,1
2,104,134,63,44,67,84,4,0,0,1
2,64,104,59,44,56,74,4,0,0,1
2,80,134,59,71,50,58,4,0,0,1
2,80,114,56,44,50,71,4,0,0,1
2,64,104,63,55,67,84,4,0,0,1
2,80,104,63,55,50,60,4,0,0,1
2,64,134,56,55,56,65,4,0,0,1
3,260,214,85,125,126,146,4,0,0,1
3,260,194,77,162,126,137,4,0,0,1
3,260,255,95,100,126,168,4,0,0,1
3,160,194,85,100,105,146,4,0,0,1
3,200,255,85,162,94,109,4,0,0,1
3,200,214,77,100,94,137,4,0,0,1
3,160,194,95,125,126,168,4,0,0,1
3,200,194,95,125,94,118,4,0,0,1
3,160,255,77,125,105,127,4,0,0,1
1,90,138,66,48,68,76,4,0,0,1
2,117,138,62,78,68,90,4,0,0,1
1,117,138,59,60,61,84,4,0,0,1
1,72,106,59,78,61,84,4,0,0,1
1,117,117,59,48,68,81,4,0,0,1
1,72,117,62,60,61,71,4,0,0,1
2,72,117,59,48,82,84,4,0,0,1
1,72,138,62,78,82,90,4,0,0,1
2,90,117,62,60,68,90,4,0,0,1
2,143,146,91,65,85,92,4,0,0,1
2,143,132,88,84,85,88,4,0,0,1
2,143,173,95,52,85,105,4,0,0,1
2,88,132,91,52,71,92,4,0,0,1
2,110,173,91,84,64,74,4,0,0,1
2,110,146,88,52,64,84,4,0,0,1
2,88,132,95,65,85,105,4,0,0,1
2,110,132,95,65,64,76,4,0,0,1
2,88,173,88,65,71,81,4,0,0,1
3,150,242,106,72,90,105,4,0,0,1
2,195,242,98,117,90,122,4,0,0,1
2,195,242,92,90,81,112,4,0,0,1
2,120,184,92,117,81,112,4,0,0,1
2,195,203,92,72,90,109,4,0,0,1
2,120,203,98,90,81,94,4,0,0,1
2,120,203,92,72,108,118,4,0,0,1
2,120,242,98,117,108,122,4,0,0,1
1,150,203,98,90,90,122,4,0,0,1
2,377,314,126,205,160,183,4,0,0,1
2,377,284,115,266,160,168,4,0,0,1
2,377,375,140,164,160,221,4,0,0,1
2,232,284,126,164,133,183,4,0,0,1
2,290,375,126,266,120,137,4,0,0,1
2,290,314,115,164,120,168,4,0,0,1
2,232,284,140,205,160,221,4,0,0,1
2,290,284,140,205,120,146,4,0,0,1
2,232,375,115,205,133,155,4,0,0,1
2,195,202,147,105,106,112,2,0,0,1
2,195,187,144,136,106,109,2,0,0,1
2,195,233,151,84,106,122,2,0,0,1
2,120,187,147,84,88,109,2,0,0,1
2,150,233,147,136,79,88,2,0,0,1
2,150,202,144,84,79,99,2,0,0,1
2,120,187,151,105,106,122,2,0,0,1
2,150,187,151,105,79,90,2,0,0,1
2,120,233,144,105,88,97,2,0,0,1
3,195,181,68,90,101,118,2,0,0,1
2,195,164,62,117,101,109,2,0,0,1
3,195,215,76,72,101,137,2,0,0,1
3,120,164,68,72,84,118,2,0,0,1
2,150,215,68,117,76,90,2,0,0,1
3,150,181,62,72,76,109,2,0,0,1
2,120,164,76,90,101,137,2,0,0,1
3,150,164,76,90,76,94,2,0,0,1
2,120,215,62,90,84,105,2,0,0,1
3,140,212,139,95,91,90,3,0,0,1
2,182,175,142,76,68,76,3,0,0,1
3,112,212,146,76,68,76,3,0,0,1
2,182,187,146,123,68,76,3,0,0,1
2,112,187,146,123,76,81,3,0,0,1
2,182,175,146,95,76,81,3,0,0,1
3,140,175,142,76,91,92,3,0,0,1
2,140,175,139,123,76,81,3,0,0,1
2,140,187,146,123,91,99,3,0,0,1
2,208,221,108,100,113,127,3,0,0,1
2,208,199,102,130,113,122,3,0,0,1
3,208,265,116,80,113,146,3,0,0,1
3,128,199,108,80,94,127,3,0,0,1
3,160,265,108,130,85,97,3,0,0,1
3,160,221,102,80,85,118,3,0,0,1
3,128,199,116,100,113,146,3,0,0,1
3,160,199,116,100,85,105,3,0,0,1
3,128,265,102,100,94,112,3,0,0,1
2,220,378,139,145,146,161,3,0,0,1
2,286,283,148,116,110,127,3,0,0,1
3,176,378,160,116,110,133,3,0,0,1
2,286,315,160,188,110,133,3,0,0,1
3,176,315,160,188,122,137,3,0,0,1
2,286,283,160,145,122,137,3,0,0,1
3,220,283,148,116,146,168,3,0,0,1
2,220,283,139,188,122,146,3,0,0,1
3,220,315,160,188,146,196,3,0,0,1
2,221,189,81,130,113,133,3,0,0,1
2,221,171,75,169,113,122,3,0,0,1
2,221,225,89,104,113,150,3,0,0,1
2,136,171,81,104,94,133,3,0,0,1
2,170,225,81,169,85,99,3,0,0,1
2,170,189,75,104,85,122,3,0,0,1
2,136,171,89,130,113,150,3,0,0,1
2,170,171,89,130,85,105,3,0,0,1
2,136,225,75,130,94,112,3,0,0,1
2,208,172,64,115,108,122,3,0,0,1
2,208,156,58,149,108,112,3,0,0,1
2,208,204,72,92,108,140,3,0,0,1
2,128,156,64,92,90,122,3,0,0,1
2,160,204,64,149,81,92,3,0,0,1
2,160,172,58,92,81,112,3,0,0,1
2,128,156,72,115,108,140,3,0,0,1
2,160,156,72,115,81,99,3,0,0,1
2,128,204,58,115,90,109,3,0,0,1
2,150,200,112,90,85,84,3,0,0,1
2,195,152,115,72,64,68,3,0,0,1
3,120,200,119,72,64,71,3,0,0,1
2,195,168,119,117,64,71,3,0,0,1
2,120,168,119,117,71,74,3,0,0,1
2,195,152,119,90,71,74,3,0,0,1
3,150,152,115,72,85,84,3,0,0,1
2,150,152,112,117,71,76,3,0,0,1
2,150,168,119,117,85,92,3,0,0,1
2,90,106,34,60,72,78,4,0,0,1
2,117,85,37,48,54,65,4,0,0,1
3,72,106,41,48,54,68,4,0,0,1
2,117,92,41,78,54,68,4,0,0,1
3,72,92,41,78,60,71,4,0,0,1
2,117,85,41,60,60,71,4,0,0,1
2,90,85,37,48,72,84,4,0,0,1
2,90,85,34,78,60,74,4,0,0,1
3,90,92,41,78,72,94,4,0,0,1
2,210,260,128,132,94,105,4,0,0,1
3,273,260,120,214,94,127,4,0,0,1
3,273,260,114,165,85,118,4,0,0,1
3,168,206,114,214,85,118,4,0,0,1
3,273,224,114,132,94,109,4,0,0,1
3,168,224,120,165,85,97,4,0,0,1
3,168,224,114,132,113,118,4,0,0,1
3,168,260,120,214,113,127,4,0,0,1
3,210,224,120,165,94,127,4,0,0,1
1,260,197,68,130,126,146,4,0,0,1
1,260,178,60,169,126,137,4,0,0,1
2,260,234,78,104,126,168,4,0,0,1
3,160,178,68,104,105,146,4,0,0,1
2,200,234,68,169,94,109,4,0,0,1
2,200,197,60,104,94,137,4,0,0,1
3,160,178,78,130,126,168,4,0,0,1
1,200,178,78,130,94,118,4,0,0,1
2,160,234,60,130,105,127,4,0,0,1
2,270,336,84,150,146,165,3,0,0,1
2,351,257,95,120,110,133,3,0,0,1
2,216,336,109,120,110,137,3,0,0,1
2,351,283,109,195,110,137,3,0,0,1
2,216,283,109,195,122,140,3,0,0,1
2,351,257,109,150,122,140,3,0,0,1
2,270,257,95,120,146,174,3,0,0,1
2,270,257,84,195,122,150,3,0,0,1
2,270,283,109,195,146,207,3,0,0,1
2,200,255,77,130,126,137,2,0,0,0
2,260,194,85,104,94,109,2,0,0,0
2,160,255,95,104,94,118,2,0,0,0
2,260,214,95,169,94,118,2,0,0,0
2,160,214,95,169,105,118,2,0,0,0
2,260,194,95,130,105,118,2,0,0,0
2,200,194,85,104,126,146,2,0,0,0
2,200,194,77,169,105,127,2,0,0,0
2,200,214,95,169,126,168,2,0,0,0
3,200,313,153,150,116,127,2,0,0,0
2,260,244,159,120,87,105,2,0,0,0
3,160,313,167,120,87,109,2,0,0,0
2,260,267,167,195,87,109,2,0,0,0
3,160,267,167,195,97,109,2,0,0,0
2,260,244,167,150,97,109,2,0,0,0
2,200,244,159,120,116,133,2,0,0,0
2,200,244,153,195,97,112,2,0,0,0
2,200,267,167,195,116,150,2,0,0,0
2,117,92,37,65,72,84,3,0,0,0
2,117,85,34,84,72,78,3,0,0,0
3,117,106,41,52,72,94,3,0,0,0
3,72,85,37,52,60,84,3,0,0,0
2,90,106,37,84,54,65,3,0,0,0
3,90,92,34,52,54,78,3,0,0,0
2,72,85,41,65,72,94,3,0,0,0
2,90,85,41,65,54,68,3,0,0,0
2,72,106,34,65,60,74,3,0,0,0
2,220,253,98,128,105,118,3,0,0,0
2,286,253,88,208,105,146,3,0,0,0
2,286,253,80,160,94,137,3,0,0,0
2,176,193,80,208,94,137,3,0,0,0
2,286,213,80,128,105,127,3,0,0,0
2,176,213,88,160,94,109,3,0,0,0
2,176,213,80,128,126,137,3,0,0,0
2,176,253,88,208,126,146,3,0,0,0
2,220,213,88,160,105,146,3,0,0,0
2,200,264,103,120,109,122,3,0,0,0
2,260,264,93,195,109,150,3,0,0,0
2,260,264,85,150,98,140,3,0,0,0
2,160,201,85,195,98,140,3,0,0,0
2,260,222,85,120,109,133,3,0,0,0
2,160,222,93,150,98,112,3,0,0,0
3,160,222,85,120,131,140,3,0,0,0
2,160,264,93,195,131,150,3,0,0,0
2,200,222,93,150,109,150,3,0,0,0
2,250,308,163,124,109,122,3,0,0,0
2,325,308,155,201,109,146,3,0,0,0
2,325,308,149,155,98,133,3,0,0,0
1,200,233,149,201,98,133,3,0,0,0
2,325,258,149,124,109,127,3,0,0,0
2,200,258,155,155,98,112,3,0,0,0
3,200,258,149,124,131,140,3,0,0,0
2,200,308,155,201,131,146,3,0,0,0
1,250,258,155,155,109,146,3,0,0,0
2,200,216,82,100,97,109,4,0,0,0
2,260,216,74,162,97,133,4,0,0,0
2,260,216,68,125,87,122,4,0,0,0
2,160,165,68,162,87,122,4,0,0,0
2,260,182,68,100,97,112,4,0,0,0
2,160,182,74,125,87,99,4,0,0,0
2,160,182,68,100,116,122,4,0,0,0
2,160,216,74,162,116,133,4,0,0,0
2,200,182,74,125,97,133,4,0,0,0
2,170,193,50,105,106,112,2,0,0,0
2,221,150,56,84,79,90,2,0,0,0
3,136,193,64,84,79,97,2,0,0,0
2,221,164,64,136,79,97,2,0,0,0
3,136,164,64,136,88,97,2,0,0,0
2,221,150,64,105,88,97,2,0,0,0
2,170,150,56,84,106,118,2,0,0,0
2,170,150,50,136,88,105,2,0,0,0
2,170,164,64,136,106,140,2,0,0,0
2,221,164,56,105,106,118,3,0,0,0
2,221,150,50,136,106,112,3,0,0,0
2,221,193,64,84,106,140,3,0,0,0
3,136,150,56,84,88,122,3,0,0,0
2,170,193,56,136,79,90,3,0,0,0
3,170,164,50,84,79,112,3,0,0,0
1,136,150,64,105,106,140,3,0,0,0
1,170,150,64,105,79,97,3,0,0,0
1,136,193,50,105,88,105,3,0,0,0
3,100,128,57,48,71,78,3,0,0,0
2,130,128,53,78,71,92,3,0,0,0
2,130,128,50,60,64,84,3,0,0,0
3,80,98,50,78,64,84,3,0,0,0
2,130,108,50,48,71,84,3,0,0,0
3,80,108,53,60,64,74,3,0,0,0
3,80,108,50,48,85,88,3,0,0,0
3,80,128,53,78,85,92,3,0,0,0
3,100,108,53,60,71,92,3,0,0,0
2,90,106,34,50,72,78,3,0,0,0
2,117,85,37,40,54,65,3,0,0,0
3,72,106,41,40,54,68,3,0,0,0
2,117,92,41,65,54,68,3,0,0,0
2,72,92,41,65,60,71,3,0,0,0
2,117,85,41,50,60,71,3,0,0,0
3,90,85,37,40,72,84,3,0,0,0
2,90,85,34,65,60,74,3,0,0,0
3,90,92,41,65,72,94,3,0,0,0
2,130,136,81,70,72,78,4,0,0,0
2,130,125,78,91,72,76,4,0,0,0
2,130,159,85,56,72,88,4,0,0,0
3,80,125,81,56,60,78,4,0,0,0
2,100,159,81,91,54,60,4,0,0,0
2,100,136,78,56,54,74,4,0,0,0
3,80,125,85,70,72,88,4,0,0,0
2,100,125,85,70,54,65,4,0,0,0
2,80,159,78,70,60,71,4,0,0,0
3,130,203,83,72,74,105,5,0,0,0
3,169,203,75,117,74,122,5,0,0,0
3,169,203,69,90,67,112,5,0,0,0
3,104,155,69,117,67,112,5,0,0,0
3,169,171,69,72,74,109,5,0,0,0
3,104,171,75,90,67,92,5,0,0,0
3,104,171,69,72,89,118,5,0,0,0
3,104,203,75,117,89,122,5,0,0,0
3,130,171,75,90,74,122,5,0,0,0
2,221,164,56,105,106,118,2,0,0,1
2,221,150,50,136,106,112,2,0,0,1
3,221,193,64,84,106,140,2,0,0,1
3,136,150,56,84,88,122,2,0,0,1
2,170,193,56,136,79,90,2,0,0,1
3,170,164,50,84,79,112,2,0,0,1
3,136,150,64,105,106,140,2,0,0,1
2,170,150,64,105,79,97,2,0,0,1
2,136,193,50,105,88,105,2,0,0,1
3,110,153,79,44,74,81,2,0,0,1
2,143,153,75,71,74,94,2,0,0,1
2,143,153,72,55,67,88,2,0,0,1
3,88,119,72,71,67,88,2,0,0,1
2,143,130,72,44,74,84,2,0,0,1
3,88,130,75,55,67,76,2,0,0,1
3,88,130,72,44,89,92,2,0,0,1
3,88,153,75,71,89,94,2,0,0,1
3,110,130,75,55,74,94,2,0,0,1
3,150,228,127,76,90,105,2,0,0,1
2,195,228,119,123,90,127,2,0,0,1
2,195,228,113,95,81,118,2,0,0,1
3,120,176,113,123,81,118,2,0,0,1
2,195,193,113,76,90,109,2,0,0,1
3,120,193,119,95,81,97,2,0,0,1
3,120,193,113,76,108,118,2,0,0,1
3,120,228,119,123,108,127,2,0,0,1
3,150,193,119,95,90,127,2,0,0,1
2,143,149,94,50,91,97,3,0,0,1
2,143,134,91,65,91,94,3,0,0,1
3,143,179,98,40,91,109,3,0,0,1
3,88,134,94,40,76,97,3,0,0,1
3,110,179,94,65,68,78,3,0,0,1
3,110,149,91,40,68,90,3,0,0,1
3,88,134,98,50,91,109,3,0,0,1
3,110,134,98,50,68,81,3,0,0,1
3,88,179,91,50,76,84,3,0,0,1
3,100,166,86,65,85,88,3,0,0,1
2,130,124,89,52,64,74,3,0,0,1
3,80,166,93,52,64,76,3,0,0,1
2,130,138,93,84,64,76,3,0,0,1
2,80,138,93,84,71,78,3,0,0,1
2,130,124,93,65,71,78,3,0,0,1
3,100,124,89,52,85,92,3,0,0,1
2,100,124,86,84,71,81,3,0,0,1
3,100,138,93,84,85,105,3,0,0,1
2,190,270,113,140,119,127,3,0,0,1
2,247,205,119,112,89,105,3,0,0,1
3,152,270,127,112,89,109,3,0,0,1
2,247,227,127,182,89,109,3,0,0,1
2,152,227,127,182,99,112,3,0,0,1
2,247,205,127,140,99,112,3,0,0,1
2,190,205,119,112,119,137,3,0,0,1
2,190,205,113,182,99,118,3,0,0,1
2,190,227,127,182,119,155,3,0,0,1
2,170,224,74,115,113,122,3,0,0,1
2,221,170,80,92,85,97,3,0,0,1
3,136,224,88,92,85,105,3,0,0,1
2,221,188,88,149,85,105,3,0,0,1
2,136,188,88,149,94,105,3,0,0,1
2,221,170,88,115,94,105,3,0,0,1
2,170,170,80,92,113,127,3,0,0,1
2,170,170,74,149,94,112,3,0,0,1
2,170,188,88,149,113,146,3,0,0,1
2,90,106,34,70,72,78,3,0,0,1
2,117,85,37,56,54,65,3,0,0,1
2,72,106,41,56,54,68,3,0,0,1
2,117,92,41,91,54,68,3,0,0,1
2,72,92,41,91,60,71,3,0,0,1
2,117,85,41,70,60,71,3,0,0,1
2,90,85,37,56,72,84,3,0,0,1
2,90,85,34,91,60,74,3,0,0,1
2,90,92,41,91,72,94,3,0,0,1
3,90,114,46,60,65,71,3,0,0,1
2,117,114,42,97,65,84,3,0,0,1
2,117,114,39,75,58,81,3,0,0,1
3,72,88,39,97,58,81,3,0,0,1
2,117,97,39,60,65,76,3,0,0,1
2,72,97,42,75,58,68,3,0,0,1
3,72,97,39,60,78,81,3,0,0,1
2,72,114,42,97,78,84,3,0,0,1
2,90,97,42,75,65,84,3,0,0,1
2,156,100,45,60,78,88,3,0,0,1
2,156,90,42,78,78,84,3,0,0,1
3,156,120,49,48,78,99,3,0,0,1
2,96,90,45,48,65,88,3,0,0,1
2,120,120,45,78,58,68,3,0,0,1
2,120,100,42,48,58,81,3,0,0,1
2,96,90,49,60,78,99,3,0,0,1
3,120,90,49,60,58,71,3,0,0,1
2,96,120,42,60,65,76,3,0,0,1
3,100,118,70,48,56,78,3,0,0,1
3,130,118,66,78,56,92,3,0,0,1
3,130,118,63,60,50,84,3,0,0,1
3,80,91,63,78,50,84,3,0,0,1
3,130,100,63,48,56,84,3,0,0,1
3,80,100,66,60,50,74,3,0,0,1
3,80,100,63,48,67,88,3,0,0,1
3,80,118,66,78,67,92,3,0,0,1
3,100,100,66,60,56,92,3,0,0,1
2,260,292,92,132,109,122,3,0,0,1
2,338,292,80,214,109,155,3,0,0,1
2,338,292,71,165,98,140,3,0,0,1
3,208,224,71,214,98,140,3,0,0,1
2,338,247,71,132,109,133,3,0,0,1
2,208,247,80,165,98,112,3,0,0,1
3,208,247,71,132,131,140,3,0,0,1
2,208,292,80,214,131,150,3,0,0,1
2,260,247,80,165,109,155,3,0,0,1
3,260,247,80,140,131,150,3,0,0,1
2,260,224,71,182,131,140,3,0,0,1
3,260,292,92,112,131,178,3,0,0,1
3,160,224,80,112,109,155,3,0,0,1
2,200,292,80,182,98,112,3,0,0,1
2,200,247,71,112,98,140,3,0,0,1
3,160,224,92,140,131,178,3,0,0,1
1,200,224,92,140,98,122,3,0,0,1
2,160,292,71,140,109,133,3,0,0,1
2,170,210,63,110,106,112,3,0,0,1
2,221,160,69,88,79,92,3,0,0,1
3,136,210,77,88,79,97,3,0,0,1
2,221,177,77,143,79,97,3,0,0,1
3,136,177,77,143,88,99,3,0,0,1
2,221,160,77,110,88,99,3,0,0,1
2,170,160,69,88,106,122,3,0,0,1
2,170,160,63,143,88,105,3,0,0,1
2,170,177,77,143,106,140,3,0,0,1
2,247,193,117,125,108,118,3,0,0,1
2,247,175,112,162,108,112,3,0,0,1
2,247,230,123,100,108,133,3,0,0,1
3,152,175,117,100,90,112,3,0,0,1
2,190,230,117,162,81,92,3,0,0,1
2,190,193,112,100,81,105,3,0,0,1
3,152,175,123,125,108,133,3,0,0,1
2,190,175,123,125,81,94,3,0,0,1
3,152,230,112,125,90,105,3,0,0,1
3,120,141,68,56,65,74,4,0,0,1
2,156,141,64,91,65,88,4,0,0,1
2,156,141,61,70,58,81,4,0,0,1
3,96,108,61,91,58,81,4,0,0,1
2,156,119,61,56,65,76,4,0,0,1
3,96,119,64,70,58,68,4,0,0,1
3,96,119,61,56,78,84,4,0,0,1
2,96,141,64,91,78,88,4,0,0,1
3,120,119,64,70,65,88,4,0,0,1
2,150,200,116,84,76,81,4,0,0,1
2,195,200,112,136,76,90,4,0,0,1
2,195,200,109,105,68,84,4,0,0,1
3,120,150,109,136,68,84,4,0,0,1
2,195,167,109,84,76,84,4,0,0,1
